Inv. Nr.,Stadtmuseum ID,Link,Inv.-Nr.,Bild,Titel,Maße,Höhe,Breite,Tiefe,Unit,Material,Material Wikidata ID,Datierung in mya,Erdzeitalter,Erdzeitalter Wikidata ID,Herkunft,Herkunft Koordinate,Herkunft Wikidata ID,Herkunft Geoname ID,Fundort,Fundort Koordinate,Fundort Wikidata ID,Fundort Geoname ID,Kommentar,
SM 2013-0230,448500,https://sammlung-online.stadtmuseum.de/index.html?objektid=448500,SM-2013-0230,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0230.jpg,Beyrichienkalk,"H: 3,10 cm, B: 9,90 cm, T: 7,20 cm","3,1","9,9","7,2",cm,Kalkstein,Q23757,420,Silur,Q62412,"Ostseeraum, südl. Gotland bis Saaremaa (Estland)","57.580559, 20.418443",,,"Küste südl. Ahrenshoop, Darß","54.374346, 12.405717",,,"Der Beyrichienkalk ist das häufigste Sedimentärgeschiebe aus dem Ostseeraum. Sein Herkunftsgebiet streicht von Saaremaa (Estland) über Süd-Gotland bis zur Hoburg-Bank. Auf diesen 800 km ändern sich das Aussehen und die Fauna der Kalke. Sein Alter beträgt rund 420 Millionen Jahre (oberstes Silur, Pridoli). Es handelt sich um einen plattigen, grünlich-grauen Kalkstein mit reichem Fossilinhalt. Namengebend sind die häufig enthaltenen Beyrichien (Ostracoden/Muschelkrebse); daneben treten Brachiopoden, Mollusken, Tentaculiten und Fischreste auf.",13
SM 2013-0231,448501,https://sammlung-online.stadtmuseum.de/index.html?objektid=448501,SM-2013-0231,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0231.jpg,Silur-Kalk,"H: 3,40 cm, B: 9,40 cm, T: 4,80 cm","3,4","9,4","4,8",cm,Kalkstein,Q23757,440-425,Silur,Q62412,Gotland,,Q1027830,2711511,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Riffschutt- Kalk ist ein Geschiebe aus dem Ostseeraum um Gotland. Sein Alter beträgt 425 – 440 Millionen Jahre (unteres-mittleres Silur, Llandovery-Wenlock). Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen aus Korallen, Bryozoen, Crinoiden und Stromatoporen, deren Fragmente im vorliegenden Stück gut erkennbar sind. Stromatoporen sind eine ausgestorbene Tiergruppe, die maßgeblich am Aufbau der silurischen Riffe beteiligt war.",9
SM 2013-0232 1-2,448502,https://sammlung-online.stadtmuseum.de/index.html?objektid=448502,SM-2013-0232-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0232-1-2.jpg,Riffschutt-Konglomerat,"H: 3,60 cm, B: 11,00 cm, T: 5,10 cm","3,6",11,"5,1",cm,Kalkstein,Q23757,440-425,Silur,Q62412,unbekannt,,,,"Kiesgrube Parey, Berlin-Spandau","52.546880, 13.166172",,,"Der Riffschutt- Kalk ist ein Geschiebe aus dem Ostseeraum um Gotland. Sein Alter beträgt 425 – 440 Millionen Jahre (unteres-mittleres Silur, Llandovery-Wenlock). Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen aus Korallen, Bryozoen und Stromatoporen. Das vorliegende Stück besteht aus Riffkomponenten, die eine Umlagerung erfahren haben und zusammen mit anderem Material resedimentiert sind. Es ist daher jünger als Riff-Kalk, eventuell sogar postsilurisch.",9
SM 2013-0233 1-2,448503,https://sammlung-online.stadtmuseum.de/index.html?objektid=448503,SM-2013-0233-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0233-1-2.jpg,Dolomit,"H: 5,00 cm, B: 14,30 cm, T: 11,60 cm",5,"14,3","11,6",cm,Kalkstein,Q23757,415-390,Silur,Q62412,Baltikum,,Q39731,,Kiesgrube Niederlehme,"52.319011, 13.679288",,,"Der Dolomit ein seltenes Geschiebe aus dem Baltikum. Sein Alter beträgt 415 – 390 Millionen Jahre (oberes Silur – mittleres Devon). Es handelt sich um ein gelblich-graues Karbonat-Gestein, das in einem warmen, flachen Meer, in Lagunen oder Salzseen abgelagert wurde. Das vorliegende Stück enthält kleine Wirbeltierreste, die typisch sind für dieses Gestein.","5,9"
SM 2013-0234,448504,https://sammlung-online.stadtmuseum.de/index.html?objektid=448504,SM-2013-0234,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0234.jpg,Dolomit,"H: 6,80 cm, B: 18,70 cm, T: 15,30 cm","6,8","18,7","15,3",cm,Kalkstein,Q23757,415-390,Silur,Q62412,Baltikum,,Q39731,,Kiesgrube Niederlehme,"52.319011, 13.679288",,,"Der Dolomit ist ein seltenes Geschiebe aus dem Baltikum. Sein Alter beträgt 415 – 390 Millionen Jahre (oberstes Silur – mittleres Devon). Es handelt sich um ein gelblich-graues Karbonat-Gestein, das in einem warmen, flachen Meer, in Lagunen oder Salzseen abgelagert wurde und oft Wirbeltierreste enthält. Das vorliegende Stück enthält viele Schalenfragmente, die meisten davon in Steinkernerhaltung.","5,9"
SM 2013-0235 1-2,448507,https://sammlung-online.stadtmuseum.de/index.html?objektid=448507,SM-2013-0235-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0235-1-2.jpg,Beyrichienkalk,"H: 2,20 cm, B: 10,00 cm, T: 6,80 cm","2,2",10,"6,8",cm,Kalkstein,Q23757,420,Silur,Q62412,"Ostseeraum, südl. Gotland bis Saaremaa (Estland)","57.580559, 20.418443",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Beyrichienkalk ist das häufigste Sedimentärgeschiebe aus dem Ostseeraum. Sein Herkunftsgebiet streicht von Saaremaa (Estland) über Süd-Gotland bis zur Hoburg-Bank. Auf diesen 800 km ändern sich das Aussehen und die Fauna der Kalke. Sein Alter beträgt rund 420 Millionen Jahre (oberstes Silur, Pridoli). Es handelt sich um einen plattigen, grünlich-grauen Kalkstein mit reichem Fossilinhalt. Namengebend sind die häufig enthaltenen Beyrichien (Ostracoden/Muschelkrebse); daneben treten Brachiopoden, Mollusken, Tentaculiten und Fischreste auf. Das vorliegende Stück ist eine helle Variante mit der Brachiopode Protochonetes striatellus. Am Schlossrand sind die typischen Stacheln zu erkennen.",13
SM 2013-0236 1-2,448508,https://sammlung-online.stadtmuseum.de/index.html?objektid=448508,SM-2013-0236-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0236-1-2.jpg,Roter Beyrichienkalk,"H: 3,70 cm, B: 11,50 cm, T: 7,60 cm","3,7","11,5","7,6",cm,Kalkstein,Q23757,418,Silur,Q62412,Schonen,,Q180756,,Kiesgrube Bochow bei Damsdorf,"52.366170, 12.776859",,,"Der Rote Beyrichienkalk ist ein Geschiebe aus Schonen (Schweden).Sein Alter beträgt 418 Millionen Jahre (oberes Silur, Pridoli). Es handelt sich um die jüngere und seltenere Variante des Beyrichienkalkes. Das Gestein ist ein feinkörniger, blass- bis ziegelroter, fossilreicher Kalk, der vor allem Brachiopoden, Schnecken, Orthoceren und Crinoiden enthält.",9
SM 2013-0240,448575,https://sammlung-online.stadtmuseum.de/index.html?objektid=448575,SM-2013-0240,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0240.jpg,Stromatopore,"H: 15,50 cm, B: 18,00 cm, T: 18,00 cm","15,5",18,18,cm,Kalkstein,Q23757,428,Silur,Q62412,Ostseeraum um Gotland,,Q1027830,2711511,"Buchholz bei Gerswalde, Uckermark","53.204594, 13.729114",,,"Die Stromatopore ist ein Geschiebe aus dem Gebiet um Gotland, Schweden. Ihr Alter beträgt ca. 428 Millionen Jahre (Silur, Wenlock). Stromatoporen sind eine ausgestorbene, koloniebildende Tiergruppe, welche heute meist den Schwämmen zugeordnet wird. Zusammen mit Korallen waren sie wichtige Riffbildner. Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen. Das vorliegende Stück ist ein seltenes Exemplar einer großen, kugeligen, solitären Stromatopore.",9
SM 2013-0241,448576,https://sammlung-online.stadtmuseum.de/index.html?objektid=448576,SM-2013-0241,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0241.jpg,Stromatopore,"H: 5,00 cm, B: 12,70 cm, T: 9,40 cm",5,"12,7","9,4",cm,Kalkstein,Q23757,428,Silur,Q62412,Ostseeraum um Gotland,,Q1027830,2711511,Kiesgrube Gusow,"52.565067, 14.324610",,,"Die Stromatopore ist ein Geschiebe aus dem Gebiet um Gotland, Schweden. Ihr Alter beträgt ca. 428 Millionen Jahre (Silur, Wenlock). Stromatoporen sind eine ausgestorbene, koloniebildende Tiergruppe, welche heute meist den Schwämmen zugeordnet wird. Zusammen mit Korallen waren sie wichtige Riffbildner. Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen.Das vorliegende Stück zeigt sehr gut den schaligen Aufbau der Stromatoporen.",9
SM 2013-0242,448577,https://sammlung-online.stadtmuseum.de/index.html?objektid=448577,SM-2013-0242,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0242.jpg,Stromatopore,"H: 4,20 cm, B: 13,00 cm, T: 6,40 cm","4,2",13,"6,4",cm,Kalkstein,Q23757,428,Silur,Q62412,Ostseeraum um Gotland,,Q1027830,2711511,Kiesgrube Gusow,"52.565067, 14.324610",,,"Die Stromatopore ist ein Geschiebe aus dem Gebiet um Gotland, Schweden. Ihr Alter beträgt ca. 428 Millionen Jahre (Silur, Wenlock). Stromatoporen sind eine ausgestorbene, koloniebildende Tiergruppe, welche heute meist den Schwämmen zugeordnet wird. Zusammen mit Korallen waren sie wichtige Riffbildner. Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen.",9
SM 2013-0246,448613,https://sammlung-online.stadtmuseum.de/index.html?objektid=448613,SM-2013-0246,StadtmuseumBerlin_GeologischeSammlung_SM-2013-0246.jpg,Stromatopore,"H: 5,80 cm, B: 14,50 cm, T: 12,50 cm","5,8","14,5","12,5",cm,Kalkstein,Q23757,428,Silur,Q62412,Ostseeraum um Gotland,,Q1027830,2711511,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Die Stromatopore ist ein Geschiebe aus dem Gebiet um Gotland, Schweden. Ihr Alter beträgt ca. 428 Millionen Jahre (Silur, Wenlock). Stromatoporen sind eine ausgestorbene, koloniebildende Tiergruppe, welche heute meist den Schwämmen zugeordnet wird. Zusammen mit Korallen waren sie wichtige Riffbildner. Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen. Das vorliegende Stück zeigt im Anschnitt viele Kanälchen, die die Kolonie durchzogen.",9
SM 2013-5966,470494,https://sammlung-online.stadtmuseum.de/index.html?objektid=470494,SM-2013-5966,StadtmuseumBerlin_GeologischeSammlung_SM-2013-5966.jpg,Old-Red-Kugelsandstein,"H: 4,50 cm, B: 9,00 cm, T: 8,60 cm","4,5",9,"8,6",cm,Sandstein,Q13085,417-360,Devon,Q65955,Baltikum,,Q39731,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Old-Red-Kugelsandstein ist ein seltenes Geschiebe und stammt vermutlich aus dem Baltikum. Sein Alter beträgt rund 360-417 Millionen Jahre ( Devon, Old-Red-Kontinent). Die vorliegende halbe Sandsteinkugel zeigt nur äußerlich eine Rotfärbung, innen ist der Sandstein hell mit kleinen Kieseln. Die Rotfärbung wird von Eisenoxid verursacht und zeigt eine landnahe Bildung des Gesteins an.","9,23"
SM 2013-5970,470497,https://sammlung-online.stadtmuseum.de/index.html?objektid=470497,SM-2013-5970,StadtmuseumBerlin_GeologischeSammlung_SM-2013-5970.jpg,Postsilurisches Konglomerat,"H: 4,00 cm, B: 11,30 cm, T: 9,40 cm",4,"11,3","9,4",cm,Konglomerat,Q191704,400-250,Devon bis Trias,,Ostsee,,Q545,2633321,Greifswalder Oie,,Q256883,2917784,"Das Postsilurische Konglomerat ist ein Geschiebe aus dem Ostseeraum. Sein Alter wird sehr unterschiedlich angegeben, vom Devon bis zur Trias. Infolge der variszischen Gebirgsbildung entstanden im Ostseeraum mehrere Tröge, die mit unterschiedlichem Gesteinsschutt gefüllt wurden. Nach dem Geröllbestand werden verschiedene Typen des Postsilurischen Konglomerates eingeteilt. Lassen sich permische Diabase nachweisen, entstammt das Gestein der Trias. Das vorliegende Stück zeigt flache, verschiedenartige Gerölle in einer weinroten Matrix.","4,9,14"
SM 2013-5972 1-2,470500,https://sammlung-online.stadtmuseum.de/index.html?objektid=470500,SM-2013-5972-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-5972-1-2.jpg,Postsilurisches Konglomerat,"H: 9,80 cm, B: 21,20 cm, T: 12,50 cm","9,8","21,2","12,5",cm,Konglomerat,Q191704,400-250,Devon bis Trias,,Ostsee,,Q545,2633321,Ahrenshoop,,Q402819,2856200,"Das Postsilurische Konglomerat ist ein Geschiebe aus dem Ostseeraum. Sein Alter wird sehr unterschiedlich angegeben, vom Devon bis zur Trias. Infolge der variszischen Gebirgsbildung entstanden im Ostseeraum mehrere Tröge, die mit unterschiedlichem Gesteinsschutt gefüllt wurden. Nach dem Geröllbestand werden verschiedene Typen des Postsilurischen Konglomerates eingeteilt. Lassen sich permische Diabase nachweisen, entstammt das Gestein der Trias. Das vorliegende Stück zeigt einen vielfältigen Geröllbestand mit fossilreichen Kalken und eventuell Diabas-Mandelsteinen mit Kalzitmandeln.","4,9,14"
SM 2013-5983 1-2,470511,https://sammlung-online.stadtmuseum.de/index.html?objektid=470511,SM-2013-5983-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-5983-1-2.jpg,Buntes Konglomerat,"H: 2,70 cm, B: 8,10 cm, T: 8,50 cm","2,7","8,1","8,5",cm,Konglomerat,Q191704,417,Devon,Q65955,Ostseegrund westlich vom Baltikum,"58.776087, 21.631828",,,Kiesgrube südlich von Rheinsberg,"53.061905, 12.890694",,,"Das Bunte Konglomerat ist ein sehr seltenes Geschiebe vom Ostseegrund westlich des Baltikums. Sein Alter beträgt 417 Millionen Jahre (unteres Devon). Das vorliegende Stück enthält viele kleine Gesteinstrümmer meist gelblicher Farbe sowie Fischreste in einer kalzitischen, grauen Grundmasse.","9,14"
SM 2013-6015,470577,https://sammlung-online.stadtmuseum.de/index.html?objektid=470577,SM-2013-6015,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6015.jpg,Rhombenporphyr,"H: 11,40 cm, B: 27,00 cm, T: 19,40 cm","11,4",27,"19,4",cm,Porphyr,Q337238,295-275,Perm,Q76402,Oslograben,"60.091138, 10.756621",,,"Schmölln, Prignitz",,,3249088,"Der Rhombenporphyr ist ein Leitgeschiebe aus dem Oslogebiet. Sein Alter beträgt 295 – 275 Millionen Jahre (Perm). Das Gestein zeigt charakteristische rhombenförmige, an beiden Seiten zugespitzte Plagioklase (z.T. mit Zwillingsbildung) in einer rötlich-braunen bis grau-violetten Matrix. In der Oslo-Region liegen 2 Entstehungsgebiete mit 30-40 Lava-Decken in unterschiedlicher Ausprägung. Im Berliner Raum ist der Rhombenporphyr ein seltenes Geschiebe.","9,16"
SM 2013-6022,470597,https://sammlung-online.stadtmuseum.de/index.html?objektid=470597,SM-2013-6022,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6022.jpg,Rhombenporphyr,"H: 7,70 cm, B: 12,00 cm, T: 10,00 cm","7,7",12,10,cm,Porphyr,Q337238,295-275,Perm,Q76402,Oslograben,"60.091138, 10.756621",,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Rhombenporphyr ist ein Leitgeschiebe aus dem Oslogebiet. Sein Alter beträgt 295 – 275 Millionen Jahre (Perm). Das Gestein zeigt charakteristische rhombenförmige, an beiden Seiten zugespitzte Plagioklase (z.T. mit Zwillingsbildung) in einer rötlich-braunen bis grau-violetten Matrix. In der Oslo-Region liegen 2 Entstehungsgebiete mit 30-40 Lava-Decken in unterschiedlicher Ausprägung. Im Berliner Raum ist der Rhombenporphyr ein seltenes Geschiebe.","9,16"
SM 2013-6023,470600,https://sammlung-online.stadtmuseum.de/index.html?objektid=470600,SM-2013-6023,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6023.jpg,Rectangelporphyr,"H: 8,00 cm, B: 13,20 cm, T: 9,50 cm",8,"13,2","9,5",cm,Porphyr,Q337238,295-275,Perm,Q76402,Oslograben,"60.091138, 10.756621",,,"Reetz, Fläming","52.108855, 12.343449",,,Der Rectangelporphyr ist eine Variante des Rhombenporphyrs. Wie dieser ist er ein Leitgeschiebe aus dem Oslogebiet. Sein Alter beträgt 295 – 275 Millionen Jahre (Perm). Das Gestein zeigt charakteristische rechteckige Plagioklase in einer rötlich-braunen bis grau-violetten Matrix. In der Oslo-Region liegen 2 Entstehungsgebiete mit 30-40 Lava-Decken. Nur eine davon zeigt die eckigen Plagioklase. Im Berliner Raum ist der Rectangelporphyr ein seltenes Geschiebe.,"9,16"
SM 2013-6051,470650,https://sammlung-online.stadtmuseum.de/index.html?objektid=470650,SM-2013-6051,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6051.jpg,Kinne-Diabas,"H: 3,60 cm, B: 6,10 cm, T: 4,90 cm","3,6","6,1","4,9",cm,Diabas,Q753016,250,Perm,Q76402,Västergötland,,Q213551,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Kinne-Diabas ist ein Leitgeschiebe aus Västergötland. Sein Alter beträgt 250 Millionen Jahre (Perm). Das Gestein ist gut an den hellen, erhabenen Augit-Knoten zu erkennen. Dazwischen liegen Olivin-Körner, die stärker verwittern, wodurch die noppige Oberfläche entsteht. In Västergötland bildet der Diabas die Oberfläche von Inselbergen (Kinnekulle und Billingen) und schützt die darunter liegenden kambrisch bis silurischen Sedimente vor Abtragungen (Deckdiabase). Er selbst war stark von der glazialen Abtragung betroffen.","4,16"
SM 2013-6052,470651,https://sammlung-online.stadtmuseum.de/index.html?objektid=470651,SM-2013-6052,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6052.jpg,Kinne-Diabas,"H: 4,50 cm, B: 8,80 cm, T: 7,70 cm","4,5","8,8","7,7",cm,Diabas,Q753016,250,Perm,Q76402,Västergötland,,Q213551,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Kinne-Diabas ist ein Leitgeschiebe aus Västergötland. Sein Alter beträgt 250 Millionen Jahre (Perm). Das Gestein ist gut an den hellen, erhabenen Augit-Knoten zu erkennen. Dazwischen liegen Olivin-Körner, die stärker verwittern, wodurch die noppige Oberfläche entsteht. In Västergötland bildet der Diabas die Oberfläche von Inselbergen (Kinnekulle und Billingen) und schützt die darunter liegenden kambrisch bis silurischen Sedimente vor Abtragungen (Deckdiabase). Er selbst war stark von der glazialen Abtragung betroffen. Das vorliegende Stück zeigt die rostrote Verwitterung der im Gestein enthaltenen Eisenverbindungen (Pyroxen).","4,16"
SM 2013-6053,470653,https://sammlung-online.stadtmuseum.de/index.html?objektid=470653,SM-2013-6053,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6053.jpg,Kinne-Diabas,"H: 7,70 cm, B: 12,20 cm, T: 7,90 cm","7,7","12,2","7,9",cm,Diabas,Q753016,250,Perm,Q76402,Västergötland,,Q213551,,Kiesgrube Bralitz,"52.838283, 14.025615",,,"Der Kinne-Diabas ist ein Leitgeschiebe aus Västergötland. Sein Alter beträgt 250 Millionen Jahre (Perm). Das Gestein ist gut an den hellen, erhabenen Augit-Knoten zu erkennen. Dazwischen liegen Olivin-Körner, die stärker verwittern, wodurch die noppige Oberfläche entsteht. In Västergötland bildet der Diabas die Oberfläche von Inselbergen (Kinnekulle und Billingen) und schützt die darunter liegenden kambrisch bis silurischen Sedimente vor Abtragungen (Deckdiabase). Er selbst war stark von der glazialen Abtragung betroffen.","4,16"
SM 2013-6054,470655,https://sammlung-online.stadtmuseum.de/index.html?objektid=470655,SM-2013-6054,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6054.jpg,Kinne-Diabas,"H: 6,80 cm, B: 12,90 cm, T: 14,20 cm","6,8","12,9","14,2",cm,Diabas,Q753016,250,Perm,Q76402,Västergötland,,Q213551,,Horstfelde bei Zossen,"52.225206, 13.381169",,,"Der Kinne-Diabas ist ein Leitgeschiebe aus Västergötland. Sein Alter beträgt 250 Millionen Jahre (Perm). Das Gestein ist gut an den hellen, erhabenen Augit-Knoten zu erkennen. Dazwischen liegen Olivin-Körner, die stärker verwittern, wodurch die noppige Oberfläche entsteht. In Västergötland bildet der Diabas die Oberfläche von Inselbergen (Kinnekulle und Billingen) und schützt die darunter liegenden kambrisch bis silurischen Sedimente vor Abtragungen (Deckdiabase). Er selbst war stark von der glazialen Abtragung betroffen.","4,16"
SM 2013-6055,470656,https://sammlung-online.stadtmuseum.de/index.html?objektid=470656,SM-2013-6055,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6055.jpg,Kinne-Diabas,"H: 6,70 cm, B: 13,10 cm, T: 9,20 cm","6,7","13,1","9,2",cm,Diabas,Q753016,250,Perm,Q76402,Västergötland,,Q213551,,Friesack,,Q585632,2924406,"Der Kinne-Diabas ist ein Leitgeschiebe aus Västergötland. Sein Alter beträgt 250 Millionen Jahre. Das Gestein ist gut an den hellen, erhabenen Augit-Knoten zu erkennen. Dazwischen liegen Olivin-Körner, die stärker verwittern, wodurch die noppige Oberfläche entsteht. In Västergötland bildet der Diabas die Oberfläche von Inselbergen (Kinnekulle und Billingen) und schützt die darunter liegenden kambrisch bis silurischen Sedimente vor Abtragungen (Deckdiabase). Er selbst war stark von der glazialen Abtragung betroffen. Das vorliegende Stück zeigt die rostrote Verwitterung von im Gestein enthaltenen Eisenverbindungen (Pyroxen) sowie den frischen Kern.","4,16"
SM 2013-6122,470802,https://sammlung-online.stadtmuseum.de/index.html?objektid=470802,SM-2013-6122,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6122.jpg,Oslo-Basalt,"H: 6,30 cm, B: 9,80 cm, T: 8,40 cm","6,3","9,8","8,4",cm,Basalt,Q43338,300-295,Perm,Q76402,Oslograben,"60.091138, 10.756621",,,Eckernförder Bucht,,Q524958,2933626,"Der Oslo-Basalt ist ein Leitgeschiebe aus dem Oslo-Graben. Sein Alter beträgt 300 – 295 Millionen Jahre (Perm). Es handelt sich um ein schweres, grünlich-graues bis schwarzes Gestein mit feiner Grundmasse. Charakteristisch sind schmale, helle Plagioklas-Stäbchen, die regellos oder sternförmig auftreten.","3,16"
SM 2013-6567,472554,https://sammlung-online.stadtmuseum.de/index.html?objektid=472554,SM-2013-6567,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6567.jpg,Wurzelquarzit,"H: 13,00 cm, B: 20,00 cm, T: 12,00 cm",13,20,12,cm,Quarzit,Q237883,208-199,Jura,Q45805,Schonen,,Q180756,,"Leuenberg, westlich von Wriezen","52.693906, 13.884444",,,"Der Wurzelquarzit ist ein Geschiebe aus Schonen. Sein Alter beträgt 208 – 199 Millionen Jahre (Grenze Trias-Jura, Rhät-Lias). Es handelt sich um einen stark verkieselten Sandstein mit einem Wurzelhorizont. Sandsteine mit Pflanzenresten sind charakteristisch für die brackigen, ästuarin-limnischen Verhältnisse des Rhät-Lias mit vermoorten Küstengebieten.","9,23"
SM 2013-6570,472557,https://sammlung-online.stadtmuseum.de/index.html?objektid=472557,SM-2013-6570,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6570.jpg,Wurzelquarzit,"H: 10,00 cm, B: 13,00 cm, T: 10,00 cm",10,13,10,cm,Quarzit,Q237883,208-199,Jura,Q45805,Schonen,,Q180756,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Wurzelquarzit ist ein Geschiebe aus Schonen. Sein Alter beträgt 208 – 199 Millionen Jahre (Grenze Trias-Jura, Rhät-Lias). Es handelt sich um einen stark verkieselten Sandstein mit einem Wurzelhorizont. Sandsteine mit Pflanzenresten sind charakteristisch für die brackigen, ästuarin-limnischen Verhältnisse des Rhät-Lias mit vermoorten Küstengebieten. Wurzelquarzite gibt es auch aus dem Tertiär ( Eozän – Miozän). Diese sind gelbliche bis grauweiße Braunkohlenquarzite aus Braunkohlenlagen. Das vorliegende Stück kann nicht eindeutig dem Jura zugeordnet werden. Für eine Stellung ins Tertiär spricht die gute Erhaltung der Wurzelstrukturen sowie die Schwarzfärbung des Sedimentes.","9,23"
SM 2013-6599,472615,https://sammlung-online.stadtmuseum.de/index.html?objektid=472615,SM-2013-6599,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6599.jpg,Eisenschüssiger Sandstein,"H: 4,60 cm, B: 11,30 cm, T: 9,70 cm","4,6","11,3","9,7",cm,Sandstein,Q13085,203-176,Jura,Q45805,Schonen oder Bornholm,"55.403528, 14.554462",,,Kiesgrube Bochow bei Damsdorf,"52.366170, 12.776859",,,"Der Eisensandstein ist ein Geschiebe aus Schonen oder Bornholm. Sein Alter beträgt 203 – 176 Millionen Jahre (unterer Jura, Lias). Es handelt sich hier um einen Glaukonit haltigen, eisenreichen Sandstein mit Glimmer und Foraminiferen. Toneisensteine, meist mit Pflanzenresten, sind typisch für den Lias, doch auch Eisensandsteine werden dieser Formation zugerechnet.","9,23"
SM 2013-6600,472616,https://sammlung-online.stadtmuseum.de/index.html?objektid=472616,SM-2013-6600,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6600.jpg,Höör-Sandstein,"H: 4,10 cm, B: 9,40 cm, T: 8,80 cm","4,1","9,4","8,8",cm,Sandstein,Q13085,203,Jura,Q45805,Mittelschonen,,Q180756,,Kiesgrube Basedow bei Malchin,"53.672106, 12.686550",,,"Der Höör-Sandstein ist ein Geschiebe aus Mittelschonen, Schweden. Sein Alter beträgt rund 203 Millionen Jahre (unterer Jura, Lias, Hettangium). Der Höör-Sandstein zeigt ein großes Porenvolumen, speckigen Glanz und eine Kieselsäureimprägnierung. Eindeutig lässt er sich nur nach dem Pflanzeninhalt bestimmen. Das vorliegende Stück ist ein grober, gelblicher Sandstein mit Eisenverwitterung und Holzresten. Ähnliche Sandsteine mit Holzresten stammen aus der unteren Kreide (z.B. Holma-Sandstein). Eine genauere Unterscheidung ist nur nach dem Fossilinhalt möglich.","9,15,23"
SM 2013-6601,472617,https://sammlung-online.stadtmuseum.de/index.html?objektid=472617,SM-2013-6601,StadtmuseumBerlin_GeologischeSammlung_SM-2013-6601.jpg,Kelloway-Kalksandstein,"H: 5,40 cm, B: 13,50 cm, T: 11,00 cm","5,4","13,5",11,cm,Kalksandstein,Q13085,160,Jura,Q45805,"Polen, Litauen und angrenzender Ostseeraum bis zur Odermündung","54.546460, 18.990221",,,Senftenhütte,"52.934174, 13.860425",,,"Der Kelloway-Sandstein ist ein Geschiebe aus dem Raum von Litauen bis zur Odermündung. Sein Alter beträgt 160 Millionen Jahre (mittlerer Jura, Callovium). Es handelt sich um einen fossilreichen, eisenhaltigen Kalksandstein, der vorwiegend Muscheln, seltener Schnecken oder Ammoniten enthält. Das Gestein ist meist von grauer Farbe mit einer hellbraunen Verwitterungsrinde. Das vorliegende Stück enthält Brauneisen-Ooide und Muscheln der Arten Pseudomonotis subechinata und Oxytoma münsteri.","9,23"
